<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2018.01.24;3:00:00;122.996;123.120;122.931;123.069;5346;0;1
2018.01.24;4:00:00;123.071;123.184;123.015;123.099;8062;0;1
2018.01.24;5:00:00;123.096;123.165;123.011;123.145;4499;0;1
2018.01.24;6:00:00;123.145;123.352;123.145;123.215;6446;0;1
2018.01.24;7:00:00;123.214;123.252;123.138;123.244;3682;0;1
2018.01.24;8:00:00;123.244;123.291;123.065;123.093;7556;0;1
2018.01.24;9:00:00;123.096;123.197;123.028;123.122;8939;0;1
2018.01.24;10:00:00;123.120;123.446;123.114;123.401;13655;0;1
2018.01.24;11:00:00;123.401;123.560;123.367;123.370;12869;0;1
2018.01.24;12:00:00;123.371;123.479;123.339;123.373;8756;0;1
2018.01.24;13:00:00;123.373;123.491;123.295;123.401;8965;0;1
2018.01.24;14:00:00;123.402;123.457;123.306;123.386;8421;0;1
2018.01.24;15:00:00;123.385;123.678;123.382;123.658;15999;0;1
2018.01.24;16:00:00;123.658;123.964;123.631;123.923;13335;0;1
2018.01.24;17:00:00;123.923;124.022;123.801;123.807;12768;0;1
2018.01.24;18:00:00;123.806;123.972;123.767;123.898;10701;0;1
2018.01.24;19:00:00;123.897;123.963;123.826;123.915;5997;0;1
2018.01.24;20:00:00;123.915;124.147;123.901;124.123;7736;0;1
2018.01.24;21:00:00;124.124;124.149;123.976;124.045;5335;0;1
2018.01.24;22:00:00;124.044;124.059;123.946;123.989;4135;0;1
2018.01.24;23:00:00;123.982;124.101;123.977;124.070;2950;0;1
2018.01.25;0:00:00;124.070;124.101;124.009;124.041;2601;0;1
2018.01.25;1:00:00;124.041;124.045;123.902;123.925;2127;0;1
2018.01.25;2:00:00;123.925;123.999;123.846;123.985;6747;0;1
2018.01.25;3:00:00;123.983;124.107;123.897;124.103;5685;0;1
2018.01.25;4:00:00;124.104;124.278;124.056;124.227;8567;0;1
2018.01.25;5:00:00;124.227;124.401;124.200;124.314;9540;0;1
2018.01.25;6:00:00;124.313;124.388;124.260;124.360;5636;0;1
2018.01.25;7:00:00;124.359;124.485;124.261;124.480;5335;0;1
2018.01.25;8:00:00;124.480;124.594;124.227;124.356;12730;0;1
2018.01.25;9:00:00;124.356;124.415;124.090;124.191;21921;0;1
2018.01.25;10:00:00;124.193;124.197;123.891;123.964;16095;0;1
2018.01.25;11:00:00;123.966;124.334;123.966;124.319;10288;0;1
2018.01.25;12:00:00;124.318;124.321;124.080;124.134;9309;0;1
2018.01.25;13:00:00;124.134;124.212;123.985;124.032;6860;0;1
2018.01.25;14:00:00;124.032;124.150;123.973;124.047;10567;0;1
2018.01.25;15:00:00;124.048;124.980;124.029;124.968;32731;0;1
2018.01.25;16:00:00;124.967;125.378;124.624;124.902;31350;0;1
2018.01.25;17:00:00;124.900;125.302;124.841;125.039;20954;0;1
2018.01.25;18:00:00;125.039;125.068;124.839;124.872;12359;0;1
2018.01.25;19:00:00;124.872;124.923;124.773;124.923;7643;0;1
2018.01.25;20:00:00;124.922;125.064;124.739;124.843;10485;0;1
2018.01.25;21:00:00;124.844;124.873;123.638;123.900;37898;0;1
2018.01.25;22:00:00;123.901;124.309;123.881;124.061;16051;0;1
2018.01.25;23:00:00;124.095;124.225;123.879;123.926;5240;0;1
2018.01.26;0:00:00;123.926;123.982;123.699;123.731;2875;0;1
2018.01.26;1:00:00;123.730;123.954;123.727;123.912;4018;0;0
2018.01.26;2:00:00;123.914;124.105;123.862;124.058;7810;0;1
2018.01.26;3:00:00;124.057;124.332;124.033;124.300;9893;0;1
2018.01.26;4:00:00;124.298;124.300;124.121;124.269;9659;0;1
2018.01.26;5:00:00;124.268;124.320;124.225;124.293;6007;0;1
2018.01.26;6:00:00;124.293;124.315;124.203;124.213;3673;0;1
2018.01.26;7:00:00;124.213;124.321;124.127;124.310;4365;0;1
2018.01.26;8:00:00;124.309;124.523;124.281;124.504;8816;0;1
2018.01.26;9:00:00;124.505;124.938;124.476;124.745;16918;0;1
2018.01.26;10:00:00;124.747;124.910;124.521;124.670;15481;0;1
2018.01.26;11:00:00;124.671;124.676;124.519;124.556;11768;0;1
2018.01.26;12:00:00;124.556;124.669;124.423;124.588;10104;0;1
2018.01.26;13:00:00;124.589;124.649;124.297;124.384;9982;0;1
2018.01.26;14:00:00;124.385;124.500;124.341;124.405;9793;0;1
2018.01.26;15:00:00;124.404;124.576;124.206;124.288;15827;0;1
2018.01.26;16:00:00;124.289;124.476;124.129;124.414;20006;0;1
2018.01.26;17:00:00;124.413;124.454;124.152;124.327;15900;0;1
2018.01.26;18:00:00;124.327;124.373;124.072;124.215;13941;0;1
2018.01.26;19:00:00;124.215;124.420;124.159;124.391;9450;0;1
2018.01.26;20:00:00;124.389;124.502;124.331;124.443;6762;0;1
2018.01.26;21:00:00;124.442;124.478;124.178;124.209;12013;0;1
2018.01.26;22:00:00;124.208;124.232;124.060;124.198;5841;0;1
2018.01.26;23:00:00;124.178;124.326;124.178;124.264;2678;0;1
2018.01.29;0:00:00;124.259;124.259;124.130;124.154;2463;0;1
2018.01.29;1:00:00;124.156;124.313;124.156;124.312;2679;0;1
2018.01.29;2:00:00;124.313;124.321;124.206;124.213;6002;0;1
2018.01.29;3:00:00;124.216;124.221;123.957;123.967;8795;0;1
2018.01.29;4:00:00;123.966;124.016;123.852;123.998;7722;0;1
2018.01.29;5:00:00;123.997;124.197;123.978;124.152;6839;0;1
2018.01.29;6:00:00;124.152;124.219;124.114;124.131;3126;0;1
2018.01.29;7:00:00;124.131;124.187;124.055;124.137;5545;0;1
2018.01.29;8:00:00;124.137;124.268;124.047;124.154;8164;0;1
2018.01.29;9:00:00;124.153;124.289;123.940;124.023;12523;0;1
2018.01.29;10:00:00;124.022;124.092;123.885;124.073;12154;0;1
2018.01.29;11:00:00;124.074;124.164;123.942;124.121;9859;0;1
2018.01.29;12:00:00;124.122;124.279;124.035;124.036;9306;0;1
2018.01.29;13:00:00;124.036;124.045;123.910;123.930;6986;0;1
2018.01.29;14:00:00;123.928;124.040;123.771;123.846;10175;0;1
2018.01.29;15:00:00;123.845;123.893;123.591;123.645;11767;0;1
2018.01.29;16:00:00;123.645;123.711;123.452;123.518;10845;0;1
2018.01.29;17:00:00;123.519;123.741;123.496;123.565;10811;0;1
2018.01.29;18:00:00;123.565;123.675;123.368;123.522;15792;0;1
2018.01.29;19:00:00;123.521;123.729;123.450;123.717;7462;0;1
2018.01.29;20:00:00;123.716;123.801;123.690;123.777;4833;0;1
2018.01.29;21:00:00;123.776;123.901;123.734;123.885;5076;0;1
2018.01.29;22:00:00;123.886;123.896;123.810;123.827;3769;0;1
2018.01.29;23:00:00;123.815;123.832;123.781;123.813;1453;0;1
2018.01.30;0:00:00;123.813;123.856;123.778;123.820;2122;0;1
2018.01.30;1:00:00;123.823;123.862;123.784;123.810;1776;0;1
2018.01.30;2:00:00;123.810;123.862;123.683;123.762;4599;0;1
2018.01.30;3:00:00;123.763;123.883;123.731;123.853;5041;0;1
2018.01.30;4:00:00;123.853;123.853;123.602;123.691;7293;0;1
2018.01.30;5:00:00;123.691;123.833;123.667;123.786;5876;0;1
2018.01.30;6:00:00;123.787;123.866;123.708;123.714;6080;0;1
2018.01.30;7:00:00;123.713;123.761;123.601;123.639;4384;0;1
2018.01.30;8:00:00;123.640;123.656;123.467;123.479;5838;0;1
2018.01.30;9:00:00;123.480;123.705;123.480;123.559;7826;0;1
2018.01.30;10:00:00;123.551;123.847;123.348;123.828;11225;0;1
2018.01.30;11:00:00;123.827;124.077;123.775;123.980;12973;0;1
2018.01.30;12:00:00;123.982;124.241;123.946;124.126;10986;0;1
2018.01.30;13:00:00;124.127;124.410;124.084;124.398;9594;0;1
2018.01.30;14:00:00;124.396;124.396;124.179;124.264;9003;0;1
2018.01.30;15:00:00;124.265;124.482;124.035;124.449;11139;0;1
2018.01.30;16:00:00;124.448;124.540;124.310;124.412;13079;0;1
2018.01.30;17:00:00;124.418;124.427;124.031;124.103;12740;0;1
2018.01.30;18:00:00;124.103;124.205;123.839;123.905;10901;0;1
2018.01.30;19:00:00;123.904;124.077;123.856;124.053;6582;0;1
2018.01.30;20:00:00;124.054;124.068;123.841;123.956;6469;0;1
2018.01.30;21:00:00;123.954;124.055;123.893;124.052;6360;0;1
2018.01.30;22:00:00;124.053;124.058;123.938;123.942;3213;0;1
2018.01.30;23:00:00;123.946;124.032;123.943;124.021;1287;0;1
2018.01.31;0:00:00;124.017;124.055;124.008;124.049;2136;0;1
2018.01.31;1:00:00;124.049;124.134;123.963;124.084;2185;0;1
2018.01.31;2:00:00;124.084;124.247;124.064;124.178;6661;0;1
2018.01.31;3:00:00;124.177;124.207;124.019;124.144;8248;0;1
2018.01.31;4:00:00;124.145;124.149;123.989;124.143;8013;0;1
2018.01.31;5:00:00;124.142;124.337;124.138;124.238;9527;0;1
2018.01.31;6:00:00;124.241;124.276;124.151;124.194;6270;0;1
2018.01.31;7:00:00;124.197;124.375;124.172;124.369;4948;0;1
2018.01.31;8:00:00;124.369;124.503;124.334;124.490;7546;0;1
2018.01.31;9:00:00;124.492;124.626;124.344;124.442;13108;0;1
2018.01.31;10:00:00;124.443;124.511;124.253;124.374;10303;0;1
2018.01.31;11:00:00;124.373;124.562;124.330;124.514;10331;0;1
2018.01.31;12:00:00;124.523;124.600;124.396;124.439;9561;0;1
2018.01.31;13:00:00;124.443;124.561;124.413;124.546;6102;0;1
2018.01.31;14:00:00;124.546;124.603;124.460;124.601;6605;0;1
2018.01.31;15:00:00;124.604;124.730;124.478;124.648;11431;0;1
2018.01.31;16:00:00;124.648;124.660;124.450;124.589;9603;0;1
2018.01.31;17:00:00;124.588;124.748;124.526;124.560;13101;0;1
2018.01.31;18:00:00;124.560;124.634;124.239;124.272;13355;0;1
2018.01.31;19:00:00;124.271;124.370;124.065;124.149;7675;0;1
2018.01.31;20:00:00;124.149;124.232;124.085;124.157;6717;0;1
2018.01.31;21:00:00;124.158;124.378;123.870;124.113;23823;0;1
2018.01.31;22:00:00;124.114;124.236;124.022;124.152;9140;0;1
2018.01.31;23:00:00;124.147;124.176;124.098;124.132;1919;0;1
2018.02.01;0:00:00;124.132;124.143;124.041;124.122;4496;0;1
2018.02.01;1:00:00;124.121;124.224;124.121;124.169;1709;0;1
2018.02.01;2:00:00;124.172;124.286;124.167;124.207;3491;0;1
2018.02.01;3:00:00;124.207;124.262;124.055;124.190;5938;0;1
2018.02.01;4:00:00;124.188;124.277;124.151;124.178;3825;0;1
2018.02.01;5:00:00;124.177;124.262;124.142;124.247;2833;0;1
2018.02.01;6:00:00;124.249;124.282;124.168;124.217;2295;0;1
2018.02.01;7:00:00;124.216;124.280;124.187;124.207;2564;0;1
2018.02.01;8:00:00;124.207;124.222;123.933;123.941;7031;0;1
2018.02.01;9:00:00;123.940;124.043;123.854;124.027;11761;0;1
2018.02.01;10:00:00;124.023;124.390;124.021;124.283;12587;0;1
2018.02.01;11:00:00;124.283;124.497;124.278;124.461;9985;0;1
2018.02.01;12:00:00;124.461;124.509;124.289;124.299;7231;0;1
2018.02.01;13:00:00;124.300;124.381;124.246;124.377;7372;0;1
2018.02.01;14:00:00;124.376;124.597;124.322;124.540;9730;0;1
2018.02.01;15:00:00;124.538;124.622;124.443;124.491;11881;0;1
2018.02.01;16:00:00;124.491;124.536;124.369;124.412;11023;0;1
2018.02.01;17:00:00;124.411;124.743;124.316;124.692;16741;0;1
2018.02.01;18:00:00;124.693;124.887;124.621;124.811;14370;0;1
2018.02.01;19:00:00;124.811;124.983;124.750;124.783;10247;0;1
2018.02.01;20:00:00;124.783;124.951;124.775;124.937;6388;0;1
2018.02.01;21:00:00;124.936;125.065;124.836;125.024;8242;0;1
2018.02.01;22:00:00;125.024;125.220;125.013;125.147;10653;0;1
2018.02.01;23:00:00;125.174;125.183;125.049;125.078;3440;0;1
2018.02.02;0:00:00;125.073;125.138;125.024;125.047;3193;0;1
2018.02.02;1:00:00;125.046;125.155;125.046;125.106;2487;0;1
2018.02.02;2:00:00;125.106;125.122;124.976;125.071;3309;0;1
2018.02.02;3:00:00;125.070;125.150;124.920;124.994;9574;0;1
2018.02.02;4:00:00;124.993;125.040;124.888;124.942;6681;0;1
2018.02.02;5:00:00;124.942;125.004;124.926;125.000;3874;0;1
2018.02.02;6:00:00;124.999;125.006;124.921;124.930;2385;0;1
2018.02.02;7:00:00;124.930;124.983;124.909;124.958;2325;0;1
2018.02.02;8:00:00;124.958;124.982;124.865;124.951;5932;0;1
2018.02.02;9:00:00;124.950;125.143;124.942;125.098;8071;0;1
2018.02.02;10:00:00;125.097;125.181;124.854;124.935;11257;0;1
2018.02.02;11:00:00;124.935;124.952;124.804;124.867;8622;0;1
2018.02.02;12:00:00;124.866;124.912;124.758;124.897;7860;0;1
2018.02.02;13:00:00;124.898;124.990;124.854;124.903;6652;0;1
2018.02.02;14:00:00;124.904;124.933;124.852;124.903;5652;0;1
2018.02.02;15:00:00;124.908;124.970;124.381;124.449;20873;0;1
2018.02.02;16:00:00;124.449;124.601;124.273;124.280;16403;0;1
2018.02.02;17:00:00;124.279;124.378;124.091;124.357;16712;0;1
2018.02.02;18:00:00;124.360;124.547;124.357;124.450;12748;0;1
2018.02.02;19:00:00;124.451;124.780;124.451;124.692;10473;0;1
2018.02.02;20:00:00;124.694;124.907;124.673;124.693;9748;0;1
2018.02.02;21:00:00;124.693;124.717;124.487;124.509;10040;0;1
2018.02.02;22:00:00;124.511;124.647;124.491;124.615;8414;0;1
2018.02.02;23:00:00;124.622;124.624;124.518;124.560;3408;0;1
2018.02.05;0:00:00;124.344;124.448;124.289;124.312;2921;0;1
2018.02.05;1:00:00;124.312;124.551;124.245;124.465;5410;0;1
2018.02.05;2:00:00;124.465;124.583;124.401;124.580;6498;0;1
2018.02.05;3:00:00;124.579;124.585;124.443;124.539;5798;0;1
2018.02.05;4:00:00;124.540;124.624;124.438;124.612;5989;0;1
2018.02.05;5:00:00;124.611;124.665;124.540;124.547;4231;0;1
2018.02.05;6:00:00;124.548;124.610;124.534;124.591;3354;0;1
2018.02.05;7:00:00;124.593;124.639;124.531;124.604;3343;0;1
2018.02.05;8:00:00;124.603;124.624;124.469;124.529;4935;0;1
2018.02.05;9:00:00;124.527;124.627;124.392;124.398;9832;0;1
2018.02.05;10:00:00;124.398;124.680;124.393;124.623;12304;0;1
2018.02.05;11:00:00;124.622;124.749;124.552;124.606;8479;0;1
2018.02.05;12:00:00;124.605;124.719;124.585;124.623;5708;0;1
2018.02.05;13:00:00;124.622;124.631;124.464;124.477;8228;0;1
2018.02.05;14:00:00;124.476;124.504;124.394;124.407;8937;0;1
2018.02.05;15:00:00;124.408;124.488;124.360;124.375;10106;0;1
2018.02.05;16:00:00;124.376;124.379;123.998;124.073;14437;0;1
2018.02.05;17:00:00;124.072;124.296;123.989;124.201;14736;0;1
2018.02.05;18:00:00;124.200;124.277;124.039;124.163;11422;0;1
2018.02.05;19:00:00;124.165;124.302;124.058;124.287;7388;0;1
2018.02.05;20:00:00;124.284;124.288;124.114;124.210;7955;0;1
2018.02.05;21:00:00;124.208;124.214;123.940;123.988;8872;0;1
2018.02.05;22:00:00;123.987;124.219;123.880;123.881;29742;0;1
2018.02.05;23:00:00;123.879;123.950;123.625;123.665;12258;0;1
2018.02.06;0:00:00;123.658;123.868;123.658;123.753;3343;0;1
2018.02.06;1:00:00;123.754;123.836;123.651;123.668;5151;0;1
2018.02.06;2:00:00;123.669;123.868;123.641;123.832;13398;0;1
2018.02.06;3:00:00;123.833;123.882;123.690;123.753;14317;0;1
2018.02.06;4:00:00;123.755;123.780;123.550;123.712;18867;0;1
2018.02.06;5:00:00;123.711;123.789;123.631;123.671;10825;0;1
2018.02.06;6:00:00;123.672;123.759;123.508;123.563;9906;0;1
2018.02.06;7:00:00;123.563;123.762;123.560;123.757;10474;0;1
2018.02.06;8:00:00;123.758;123.899;123.711;123.814;10945;0;1
2018.02.06;9:00:00;123.814;124.044;123.755;123.959;19003;0;1
2018.02.06;10:00:00;123.959;124.346;123.922;124.175;19353;0;1
2018.02.06;11:00:00;124.175;124.207;123.903;124.029;11506;0;1
2018.02.06;12:00:00;124.028;124.172;123.957;124.088;10089;0;1
2018.02.06;13:00:00;124.089;124.117;123.709;123.726;10951;0;1
2018.02.06;14:00:00;123.726;123.729;123.351;123.398;17055;0;1
2018.02.06;15:00:00;123.398;123.473;123.222;123.438;20386;0;1
2018.02.06;16:00:00;123.438;123.580;123.264;123.361;18099;0;1
2018.02.06;17:00:00;123.361;123.468;123.139;123.443;21042;0;1
2018.02.06;18:00:00;123.443;123.844;123.417;123.805;13622;0;1
2018.02.06;19:00:00;123.806;124.040;123.733;123.911;12043;0;1
2018.02.06;20:00:00;123.911;124.046;123.864;123.987;9226;0;1
2018.02.06;21:00:00;123.988;123.993;123.854;123.917;6434;0;1
2018.02.06;22:00:00;123.915;123.956;123.699;123.717;8898;0;1
2018.02.06;23:00:00;123.706;123.813;123.699;123.768;3194;0;1
2018.02.07;0:00:00;123.768;123.827;123.704;123.804;3457;0;1
2018.02.07;1:00:00;123.804;123.856;123.771;123.803;2567;0;1
2018.02.07;2:00:00;123.802;123.933;123.758;123.866;6069;0;1
2018.02.07;3:00:00;123.865;123.906;123.779;123.889;4972;0;1
2018.02.07;4:00:00;123.888;123.901;123.785;123.836;4020;0;1
2018.02.07;5:00:00;123.838;123.926;123.836;123.856;4845;0;1
2018.02.07;6:00:00;123.856;123.930;123.830;123.881;2841;0;1
2018.02.07;7:00:00;123.882;123.919;123.836;123.904;3164;0;1
2018.02.07;8:00:00;123.904;123.980;123.772;123.958;6413;0;1
2018.02.07;9:00:00;123.958;124.060;123.807;123.826;10283;0;1
2018.02.07;10:00:00;123.828;123.884;123.630;123.776;12634;0;1
2018.02.07;11:00:00;123.779;123.816;123.498;123.506;9930;0;1
2018.02.07;12:00:00;123.508;123.526;123.376;123.387;7078;0;1
2018.02.07;13:00:00;123.387;123.548;123.381;123.498;6142;0;1
2018.02.07;14:00:00;123.497;123.509;123.341;123.423;6976;0;1
2018.02.07;15:00:00;123.425;123.458;123.335;123.372;8247;0;1
2018.02.07;16:00:00;123.373;123.451;123.237;123.423;10874;0;1
2018.02.07;17:00:00;123.424;123.439;122.852;122.930;15926;0;1
2018.02.07;18:00:00;122.932;123.047;122.778;122.812;12753;0;1
2018.02.07;19:00:00;122.813;122.813;122.554;122.699;10822;0;1
2018.02.07;20:00:00;122.699;122.720;122.457;122.604;10173;0;1
2018.02.07;21:00:00;122.603;122.824;122.537;122.767;8130;0;1
2018.02.07;22:00:00;122.765;122.800;122.581;122.606;8259;0;1
2018.02.07;23:00:00;122.616;122.722;122.599;122.627;4208;0;1
2018.02.08;0:00:00;122.620;122.645;122.519;122.538;3321;0;1
2018.02.08;1:00:00;122.537;122.702;122.535;122.700;2690;0;1
2018.02.08;2:00:00;122.699;122.769;122.661;122.724;5697;0;1
2018.02.08;3:00:00;122.724;122.803;122.653;122.719;6553;0;1
2018.02.08;4:00:00;122.718;122.802;122.689;122.746;4563;0;1
2018.02.08;5:00:00;122.747;122.866;122.735;122.751;5424;0;1
2018.02.08;6:00:00;122.750;122.768;122.545;122.587;7245;0;1
2018.02.08;7:00:00;122.588;122.762;122.577;122.749;7184;0;1
2018.02.08;8:00:00;122.747;122.831;122.625;122.639;7309;0;1
2018.02.08;9:00:00;122.638;122.948;122.636;122.679;12705;0;1
2018.02.08;10:00:00;122.678;122.705;122.356;122.410;13112;0;1
2018.02.08;11:00:00;122.411;122.420;122.251;122.308;9377;0;1
2018.02.08;12:00:00;122.308;122.481;122.267;122.470;7963;0;1
2018.02.08;13:00:00;122.470;122.471;122.321;122.331;7018;0;1
2018.02.08;14:00:00;122.330;122.514;122.121;122.362;16297;0;1
2018.02.08;15:00:00;122.366;122.766;122.341;122.754;15797;0;1
2018.02.08;16:00:00;122.756;122.948;122.723;122.771;13814;0;1
2018.02.08;17:00:00;122.772;122.794;122.442;122.599;17945;0;1
2018.02.08;18:00:00;122.599;122.665;122.349;122.395;19468;0;1
2018.02.08;19:00:00;122.395;122.548;122.323;122.500;18101;0;1
2018.02.08;20:00:00;122.501;122.726;122.443;122.665;16021;0;1
2018.02.08;21:00:00;122.666;122.727;122.596;122.639;8413;0;1
2018.02.08;22:00:00;122.641;122.650;122.420;122.434;8623;0;1
2018.02.08;23:00:00;122.441;122.522;122.420;122.467;2601;0;1
2018.02.09;0:00:00;122.467;122.512;122.428;122.473;1775;0;1
2018.02.09;1:00:00;122.471;122.639;122.471;122.610;2788;0;1
2018.02.09;2:00:00;122.610;122.629;122.487;122.545;5467;0;1
2018.02.09;3:00:00;122.547;122.636;122.502;122.521;7159;0;1
2018.02.09;4:00:00;122.522;122.563;122.401;122.552;8053;0;1
2018.02.09;5:00:00;122.552;122.619;122.534;122.571;6110;0;1
2018.02.09;6:00:00;122.570;122.585;122.519;122.538;2792;0;1
2018.02.09;7:00:00;122.537;122.618;122.477;122.575;3897;0;1
2018.02.09;8:00:00;122.574;122.683;122.518;122.653;5037;0;1
2018.02.09;9:00:00;122.652;122.873;122.627;122.838;11328;0;1
2018.02.09;10:00:00;122.837;122.839;122.590;122.708;10615;0;1
2018.02.09;11:00:00;122.708;122.740;122.547;122.648;9429;0;1
2018.02.09;12:00:00;122.649;122.701;122.497;122.577;8658;0;1
2018.02.09;13:00:00;122.576;122.593;122.337;122.406;9305;0;1
2018.02.09;14:00:00;122.406;122.509;122.270;122.480;12040;0;1
2018.02.09;15:00:00;122.481;122.795;122.469;122.765;18029;0;1
2018.02.09;16:00:00;122.765;122.765;122.490;122.573;15867;0;1
2018.02.09;17:00:00;122.572;122.609;122.354;122.484;18774;0;1
2018.02.09;18:00:00;122.484;122.485;122.246;122.257;18237;0;1
2018.02.09;19:00:00;122.259;122.278;122.054;122.141;15504;0;1
2018.02.09;20:00:00;122.141;122.366;122.097;122.291;12539;0;1
2018.02.09;21:00:00;122.289;122.372;122.242;122.311;14485;0;1
2018.02.09;22:00:00;122.312;122.448;122.294;122.349;9623;0;1
2018.02.09;23:00:00;122.350;122.548;122.325;122.498;3940;0;1
2018.02.12;0:00:00;122.442;122.528;122.396;122.523;1889;0;1
2018.02.12;1:00:00;122.522;122.526;122.440;122.523;3222;0;1
2018.02.12;2:00:00;122.524;122.644;122.516;122.629;4949;0;1
2018.02.12;3:00:00;122.629;122.803;122.612;122.717;6103;0;1
2018.02.12;4:00:00;122.718;122.851;122.701;122.839;3669;0;1
2018.02.12;5:00:00;122.839;122.896;122.786;122.868;3004;0;1
2018.02.12;6:00:00;122.867;122.973;122.805;122.869;3345;0;1
2018.02.12;7:00:00;122.868;122.870;122.778;122.826;2502;0;1
2018.02.12;8:00:00;122.830;122.914;122.775;122.902;4900;0;1
2018.02.12;9:00:00;122.901;122.958;122.692;122.697;10309;0;1
2018.02.12;10:00:00;122.696;122.827;122.610;122.728;11818;0;1
2018.02.12;11:00:00;122.727;122.817;122.636;122.638;8390;0;1
2018.02.12;12:00:00;122.637;122.753;122.585;122.681;5986;0;1
2018.02.12;13:00:00;122.683;122.752;122.632;122.698;4804;0;1
2018.02.12;14:00:00;122.701;122.701;122.536;122.627;5588;0;1
2018.02.12;15:00:00;122.627;122.678;122.350;122.430;7882;0;1
2018.02.12;16:00:00;122.431;122.648;122.374;122.627;9800;0;1
2018.02.12;17:00:00;122.626;122.799;122.510;122.770;11250;0;1
2018.02.12;18:00:00;122.770;122.827;122.642;122.668;8134;0;1
2018.02.12;19:00:00;122.667;122.773;122.608;122.751;4861;0;1
2018.02.12;20:00:00;122.751;122.898;122.749;122.827;4119;0;1
2018.02.12;21:00:00;122.825;122.877;122.793;122.825;2844;0;1
2018.02.12;22:00:00;122.825;122.973;122.818;122.909;5207;0;1
2018.02.12;23:00:00;122.885;122.948;122.880;122.906;2217;0;1
2018.02.13;0:00:00;122.906;122.925;122.860;122.906;1204;0;1
2018.02.13;1:00:00;122.906;123.071;122.905;123.005;2591;0;1
2018.02.13;2:00:00;123.006;123.012;122.854;122.863;3911;0;1
2018.02.13;3:00:00;122.862;122.964;122.855;122.938;3234;0;1
2018.02.13;4:00:00;122.937;122.948;122.845;122.902;2641;0;1
2018.02.13;5:00:00;122.901;122.973;122.873;122.917;2405;0;1
2018.02.13;6:00:00;122.917;123.050;122.914;123.043;3203;0;1
2018.02.13;7:00:00;123.043;123.156;122.993;123.135;4679;0;1
2018.02.13;8:00:00;123.134;123.251;123.131;123.170;6078;0;1
2018.02.13;9:00:00;123.168;123.321;123.095;123.163;12219;0;1
2018.02.13;10:00:00;123.163;123.377;123.099;123.212;10527;0;1
2018.02.13;11:00:00;123.214;123.322;123.132;123.137;7993;0;1
2018.02.13;12:00:00;123.138;123.506;123.121;123.487;8470;0;1
2018.02.13;13:00:00;123.491;123.513;123.393;123.393;5418;0;1
2018.02.13;14:00:00;123.392;123.559;123.384;123.410;6329;0;1
2018.02.13;15:00:00;123.417;123.461;123.265;123.433;7873;0;1
2018.02.13;16:00:00;123.434;123.678;123.428;123.655;10450;0;1
2018.02.13;17:00:00;123.655;123.710;123.498;123.580;11993;0;1
2018.02.13;18:00:00;123.580;123.685;123.536;123.631;8779;0;1
2018.02.13;19:00:00;123.632;123.678;123.497;123.530;4904;0;1
